"cluster_id","parent_topic","keyword","normalised_keyword","country","language","keyword_source","source_competitor","seed_keyword","intent","funnel_stage","recommended_page_type","search_volume","keyword_difficulty","competition","cpc_eur","trend","serp_features","dronline_position","dronline_url","knok_position","knok_url","best_competitor","best_competitor_position","competitor_estimated_traffic","target_position","target_url","target_impressions","target_clicks","target_ctr","keyword_gap","business_fit","service_fit","clinical_risk","serp_fit","attainability","opportunity_score","recommended_action","proposed_target_url","priority","data_source","collected_at","notes"
"mental-health","mental health","p5 saúde mental","p5 saúde mental","Portugal","pt-PT","openseo_seed","","consulta saúde mental|saúde da mulher online|saúde do homem online","informational","awareness","service landing page","","47","","","[{""year"":2026,""month"":5,""searchVolume"":0},{""year"":2026,""month"":4,""searchVolume"":0},{""year"":2026,""month"":3,""searchVolume"":0},{""year"":2026,""month"":2,""searchVolume"":0},{""year"":2026,""month"":1,""searchVolume"":0},{""year"":2025,""month"":12,""searchVolume"":0},{""year"":2025,""month"":11,""searchVolume"":0},{""year"":2025,""month"":10,""searchVolume"":0},{""year"":2025,""month"":9,""searchVolume"":0},{""year"":2025,""month"":8,""searchVolume"":0},{""year"":2025,""month"":7,""searchVolume"":0},{""year"":2025,""month"":6,""searchVolume"":0}]","","","","","","","","","","","","","","no","5","active-service","2","5","2","62","map_to_existing","https://www.myglobalhealth.online/portugal/pt/services/saude-mental","P3","openseo_seed","2026-08-31",""
"mental-health","mental health","saúde mental em números","saúde mental em números","Portugal","pt-PT","openseo_seed","","consulta saúde mental|saúde da mulher online|saúde do homem online","informational","awareness","service landing page","","46","","","[{""year"":2026,""month"":5,""searchVolume"":0},{""year"":2026,""month"":4,""searchVolume"":0},{""year"":2026,""month"":3,""searchVolume"":0},{""year"":2026,""month"":2,""searchVolume"":0},{""year"":2026,""month"":1,""searchVolume"":0},{""year"":2025,""month"":12,""searchVolume"":0},{""year"":2025,""month"":11,""searchVolume"":0},{""year"":2025,""month"":10,""searchVolume"":0},{""year"":2025,""month"":9,""searchVolume"":0},{""year"":2025,""month"":8,""searchVolume"":0},{""year"":2025,""month"":7,""searchVolume"":0},{""year"":2025,""month"":6,""searchVolume"":0}]","","","","","","","","","","","","","","no","5","active-service","2","5","2","62","map_to_existing","https://www.myglobalhealth.online/portugal/pt/services/saude-mental","P3","openseo_seed","2026-08-31",""
"oncology","oncology","medico oncologista porto alegre","medico oncologista porto alegre","Portugal","pt-PT","openseo_seed","","oncologista online","navigational","awareness","service landing page","0","","","","[{""year"":2026,""month"":7,""searchVolume"":0},{""year"":2026,""month"":6,""searchVolume"":0},{""year"":2026,""month"":5,""searchVolume"":0},{""year"":2026,""month"":4,""searchVolume"":0},{""year"":2026,""month"":3,""searchVolume"":0},{""year"":2026,""month"":2,""searchVolume"":0},{""year"":2026,""month"":1,""searchVolume"":0},{""year"":2025,""month"":12,""searchVolume"":0},{""year"":2025,""month"":11,""searchVolume"":0},{""year"":2025,""month"":10,""searchVolume"":0},{""year"":2025,""month"":9,""searchVolume"":0},{""year"":2025,""month"":8,""searchVolume"":0}]","","","","","","","","","","","","","","no","5","location intent; no physical-clinic implication","2","5","3","61","retain for research; no city page approved","https://www.myglobalhealth.online/portugal/pt/services/consulta-de-oncologia","P3","openseo_seed","2026-08-31","Location term retained for research only; no doorway or physical-clinic page."
"online-doctor","online doctor","medico online por sintomas","medico online por sintomas","Portugal","pt-PT","openseo_seed","","oncologista online","navigational","awareness","market/service landing page","0","","","","[{""year"":2026,""month"":7,""searchVolume"":0},{""year"":2026,""month"":6,""searchVolume"":0},{""year"":2026,""month"":5,""searchVolume"":0},{""year"":2026,""month"":4,""searchVolume"":0},{""year"":2026,""month"":3,""searchVolume"":0},{""year"":2026,""month"":2,""searchVolume"":0},{""year"":2026,""month"":1,""searchVolume"":0},{""year"":2025,""month"":12,""searchVolume"":0},{""year"":2025,""month"":11,""searchVolume"":0},{""year"":2025,""month"":10,""searchVolume"":0},{""year"":2025,""month"":9,""searchVolume"":0},{""year"":2025,""month"":8,""searchVolume"":0}]","","","","","","","","","","","","","","no","5","active-service","2","5","3","61","map_to_existing","https://www.myglobalhealth.online/portugal/pt/services/consulta-medica","P3","openseo_seed","2026-08-31",""
"online-doctor","online doctor","brunner enfermeria medico quirurgica online","brunner enfermeria medico quirurgica online","Portugal","pt-PT","openseo_seed","","oncologista online","navigational","awareness","market/service landing page","","","","","[{""year"":2026,""month"":5,""searchVolume"":0},{""year"":2026,""month"":4,""searchVolume"":0},{""year"":2026,""month"":3,""searchVolume"":0},{""year"":2026,""month"":2,""searchVolume"":0},{""year"":2026,""month"":1,""searchVolume"":0},{""year"":2025,""month"":12,""searchVolume"":0},{""year"":2025,""month"":11,""searchVolume"":0},{""year"":2025,""month"":10,""searchVolume"":0},{""year"":2025,""month"":9,""searchVolume"":0},{""year"":2025,""month"":8,""searchVolume"":0},{""year"":2025,""month"":7,""searchVolume"":0},{""year"":2025,""month"":6,""searchVolume"":0}]","","","","","","","","","","","","","","no","5","active-service","2","5","3","61","map_to_existing","https://www.myglobalhealth.online/portugal/pt/services/consulta-medica","P3","openseo_seed","2026-08-31",""
"online-doctor","online doctor","brunner medico quirurgico online","brunner medico quirurgico online","Portugal","pt-PT","openseo_seed","","oncologista online","navigational","awareness","market/service landing page","","","","","[{""year"":2026,""month"":5,""searchVolume"":0},{""year"":2026,""month"":4,""searchVolume"":0},{""year"":2026,""month"":3,""searchVolume"":0},{""year"":2026,""month"":2,""searchVolume"":0},{""year"":2026,""month"":1,""searchVolume"":0},{""year"":2025,""month"":12,""searchVolume"":0},{""year"":2025,""month"":11,""searchVolume"":0},{""year"":2025,""month"":10,""searchVolume"":0},{""year"":2025,""month"":9,""searchVolume"":0},{""year"":2025,""month"":8,""searchVolume"":0},{""year"":2025,""month"":7,""searchVolume"":0},{""year"":2025,""month"":6,""searchVolume"":0}]","","","","","","","","","","","","","","no","5","active-service","2","5","3","61","map_to_existing","https://www.myglobalhealth.online/portugal/pt/services/consulta-medica","P3","openseo_seed","2026-08-31",""
"oncology","oncology","consulta com oncologista","consulta com oncologista","Portugal","pt-PT","openseo_seed","","oncologista online","navigational","awareness","service landing page","","40","","","[{""year"":2026,""month"":5,""searchVolume"":0},{""year"":2026,""month"":4,""searchVolume"":0},{""year"":2026,""month"":3,""searchVolume"":0},{""year"":2026,""month"":2,""searchVolume"":0},{""year"":2026,""month"":1,""searchVolume"":0},{""year"":2025,""month"":12,""searchVolume"":0},{""year"":2025,""month"":11,""searchVolume"":0},{""year"":2025,""month"":10,""searchVolume"":0},{""year"":2025,""month"":9,""searchVolume"":0},{""year"":2025,""month"":8,""searchVolume"":0},{""year"":2025,""month"":7,""searchVolume"":0},{""year"":2025,""month"":6,""searchVolume"":0}]","","","","","","","","","","","","","","no","5","active-service","2","5","3","61","map_to_existing","https://www.myglobalhealth.online/portugal/pt/services/consulta-de-oncologia","P3","openseo_seed","2026-08-31",""
"traveller-health","traveller health","consulta do viajante porto contactos","consulta do viajante porto contactos","Portugal","pt-PT","openseo_seed","","consulta do viajante","navigational","awareness","service landing page","","","","","[{""year"":2026,""month"":7,""searchVolume"":0},{""year"":2026,""month"":6,""searchVolume"":0},{""year"":2026,""month"":5,""searchVolume"":0},{""year"":2026,""month"":4,""searchVolume"":0},{""year"":2026,""month"":3,""searchVolume"":0},{""year"":2026,""month"":2,""searchVolume"":0},{""year"":2026,""month"":1,""searchVolume"":0},{""year"":2025,""month"":12,""searchVolume"":0},{""year"":2025,""month"":11,""searchVolume"":0},{""year"":2025,""month"":10,""searchVolume"":0},{""year"":2025,""month"":9,""searchVolume"":0},{""year"":2025,""month"":8,""searchVolume"":0}]","","","","","","","","","","","","","","no","5","location intent; no physical-clinic implication","2","5","3","61","retain for research; no city page approved","https://www.myglobalhealth.online/portugal/pt/services/consulta-do-viajante","P3","openseo_seed","2026-08-31","Location term retained for research only; no doorway or physical-clinic page."
"psychiatry","psychiatry","consulta psiquiatria lisboa","consulta psiquiatria lisboa","Portugal","pt-PT","openseo_seed","","consulta saúde mental","navigational","awareness","service landing page","","41","","","[{""year"":2026,""month"":6,""searchVolume"":0},{""year"":2026,""month"":5,""searchVolume"":0},{""year"":2026,""month"":4,""searchVolume"":0},{""year"":2026,""month"":3,""searchVolume"":0},{""year"":2026,""month"":2,""searchVolume"":0},{""year"":2026,""month"":1,""searchVolume"":0},{""year"":2025,""month"":12,""searchVolume"":0},{""year"":2025,""month"":11,""searchVolume"":0},{""year"":2025,""month"":10,""searchVolume"":0},{""year"":2025,""month"":9,""searchVolume"":0},{""year"":2025,""month"":8,""searchVolume"":0},{""year"":2025,""month"":7,""searchVolume"":0}]","","","","","","","","","","","","","","no","5","location intent; no physical-clinic implication","2","5","3","61","retain for research; no city page approved","https://www.myglobalhealth.online/portugal/pt/services/consulta-de-psiquiatria","P3","openseo_seed","2026-08-31","Location term retained for research only; no doorway or physical-clinic page."
"online-doctor","online doctor","dra g medica forense online","dra g medica forense online","Portugal","pt-PT","openseo_seed","","oncologista online","navigational","awareness","market/service landing page","","","","","[{""year"":2026,""month"":5,""searchVolume"":0},{""year"":2026,""month"":4,""searchVolume"":0},{""year"":2026,""month"":3,""searchVolume"":0},{""year"":2026,""month"":2,""searchVolume"":0},{""year"":2026,""month"":1,""searchVolume"":0},{""year"":2025,""month"":12,""searchVolume"":0},{""year"":2025,""month"":11,""searchVolume"":0},{""year"":2025,""month"":10,""searchVolume"":0},{""year"":2025,""month"":9,""searchVolume"":0},{""year"":2025,""month"":8,""searchVolume"":0},{""year"":2025,""month"":7,""searchVolume"":0},{""year"":2025,""month"":6,""searchVolume"":0}]","","","","","","","","","","","","","","no","5","active-service","2","5","3","61","map_to_existing","https://www.myglobalhealth.online/portugal/pt/services/consulta-medica","P3","openseo_seed","2026-08-31",""
"online-doctor","online doctor","marcar consulta são francisco","marcar consulta são francisco","Portugal","pt-PT","openseo_seed","","consulta saúde mental","navigational","awareness","market/service landing page","","","","","[{""year"":2026,""month"":6,""searchVolume"":0},{""year"":2026,""month"":5,""searchVolume"":0},{""year"":2026,""month"":4,""searchVolume"":0},{""year"":2026,""month"":3,""searchVolume"":0},{""year"":2026,""month"":2,""searchVolume"":0},{""year"":2026,""month"":1,""searchVolume"":0},{""year"":2025,""month"":12,""searchVolume"":0},{""year"":2025,""month"":11,""searchVolume"":0},{""year"":2025,""month"":10,""searchVolume"":0},{""year"":2025,""month"":9,""searchVolume"":0},{""year"":2025,""month"":8,""searchVolume"":0},{""year"":2025,""month"":7,""searchVolume"":0}]","","","","","","","","","","","","","","no","5","active-service","2","5","3","61","map_to_existing","https://www.myglobalhealth.online/portugal/pt/services/consulta-medica","P3","openseo_seed","2026-08-31",""
"oncology","oncology","medico oncologista porto","medico oncologista porto","Portugal","pt-PT","openseo_seed","","oncologista online","navigational","awareness","service landing page","","","","","[{""year"":2026,""month"":5,""searchVolume"":0},{""year"":2026,""month"":4,""searchVolume"":0},{""year"":2026,""month"":3,""searchVolume"":0},{""year"":2026,""month"":2,""searchVolume"":0},{""year"":2026,""month"":1,""searchVolume"":0},{""year"":2025,""month"":12,""searchVolume"":0},{""year"":2025,""month"":11,""searchVolume"":0},{""year"":2025,""month"":10,""searchVolume"":0},{""year"":2025,""month"":9,""searchVolume"":0},{""year"":2025,""month"":8,""searchVolume"":0},{""year"":2025,""month"":7,""searchVolume"":0},{""year"":2025,""month"":6,""searchVolume"":0}]","","","","","","","","","","","","","","no","5","location intent; no physical-clinic implication","2","5","3","61","retain for research; no city page approved","https://www.myglobalhealth.online/portugal/pt/services/consulta-de-oncologia","P3","openseo_seed","2026-08-31","Location term retained for research only; no doorway or physical-clinic page."
"online-doctor","online doctor","teleconsulta sns horário","teleconsulta sns horário","Portugal","pt-PT","openseo_seed","","teleconsulta","navigational","awareness","market/service landing page","","","","","[{""year"":2026,""month"":5,""searchVolume"":0},{""year"":2026,""month"":4,""searchVolume"":0},{""year"":2026,""month"":3,""searchVolume"":0},{""year"":2026,""month"":2,""searchVolume"":0},{""year"":2026,""month"":1,""searchVolume"":0},{""year"":2025,""month"":12,""searchVolume"":0},{""year"":2025,""month"":11,""searchVolume"":0},{""year"":2025,""month"":10,""searchVolume"":0},{""year"":2025,""month"":9,""searchVolume"":0},{""year"":2025,""month"":8,""searchVolume"":0},{""year"":2025,""month"":7,""searchVolume"":0},{""year"":2025,""month"":6,""searchVolume"":0}]","","","","","","","","","","","","","","no","2","adjacent-information-not-bookable-service","2","5","3","61","retain_for_research; do not imply Global Health provides the government/third-party process","https://www.myglobalhealth.online/portugal/pt/services/consulta-medica","P3","openseo_seed","2026-08-31","Government/public-process intent; informational only and subject to current Portuguese rules."
"competitor-brand","competitor brand","cuf açores","cuf açores","Portugal","pt-PT","competitor_ranked","cuf.pt","","informational","awareness","competitor monitoring","6600","16","0.019999999552965164","0.3799999952316284","[{""year"":2026,""month"":6,""search_volume"":6600},{""year"":2026,""month"":5,""search_volume"":6600},{""year"":2026,""month"":4,""search_volume"":6600},{""year"":2026,""month"":3,""search_volume"":8100},{""year"":2026,""month"":2,""search_volume"":6600},{""year"":2026,""month"":1,""search_volume"":8100},{""year"":2025,""month"":12,""search_volume"":5400},{""year"":2025,""month"":11,""search_volume"":6600},{""year"":2025,""month"":10,""search_volume"":6600},{""year"":2025,""month"":9,""search_volume"":6600},{""year"":2025,""month"":8,""search_volume"":5400},{""year"":2025,""month"":7,""search_volume"":6600}]","organic|images|related_searches|knowledge_graph|google_reviews|third_party_reviews","","","","","cuf.pt","1","2006.4000244140625","","","","","","yes","1","location intent; no physical-clinic implication","2","2","4","60","retain for research; no city page approved","","P3","competitor_ranked","2026-08-31","Brand query retained for competitor/defence analysis. Location term retained for research only; no doorway or physical-clinic page."
