keyword,normalized_keyword,ascii_variant,sources,seeds,search_volume,keyword_difficulty,gsc_clicks,gsc_impressions,gsc_position,ranking_url,cluster,status,notes
psychiatr praha vzp,psychiatr praha vzp,psychiatr praha vzp,research:ideas,lékař pro cizince Praha,,0,,,,,mental health,excluded-low-fit,
psycholog na telefonu zdarma,psycholog na telefonu zdarma,psycholog na telefonu zdarma,research:related,psycholog online,,,,,,,mental health,excluded-low-fit,
psycholog praha 13,psycholog praha 13,psycholog praha 13,research:ideas,lékař pro cizince Praha,,42,,,,,mental health,excluded-low-fit,
psycholog praha vzp,psycholog praha vzp,psycholog praha vzp,research:ideas,lékař pro cizince Praha,,24,,,,,mental health,excluded-low-fit,
psycholog vzp,psycholog vzp,psycholog vzp,research:related,psycholog online,,15,,,,,mental health,excluded-low-fit,
ráda lékaře,ráda lékaře,rada lekare,research:ideas,druhý názor lékaře,,,,,,,online GP and doctor,excluded-low-fit,
razítko pro lékaře,razítko pro lékaře,razitko pro lekare,research:ideas,druhý názor lékaře,,0,,,,,online GP and doctor,excluded-low-fit,
recenze kožní lékař,recenze kožní lékař,recenze kozni lekar,research:ideas,kožní lékař online,,,,,,,online dermatology,excluded-local-or-offline-intent,
recepční u lékaře,recepční u lékaře,recepcni u lekare,research:ideas,druhý názor lékaře,,,,,,,online GP and doctor,excluded-low-fit,
recept alpa acylpyrin,recept alpa acylpyrin,recept alpa acylpyrin,research:ideas,online recept na léky,10,,,,,,ePrescription and treatment renewal,excluded-low-fit,
recept na léky vzor,recept na léky vzor,recept na leky vzor,research:ideas,online recept na léky,20,,,,,,ePrescription and treatment renewal,excluded-low-fit,
recept viagra,recept viagra,recept viagra,research:ideas,online recept na léky,10,,,,,,ePrescription and treatment renewal,excluded-low-fit,
registrační formulář lékař,registrační formulář lékař,registracni formular lekar,research:ideas,lékař online Praha|online lékař pro cizince,,,,,,,online GP and doctor,excluded-low-fit,
rehabilitační lékař brno,rehabilitační lékař brno,rehabilitacni lekar brno,research:ideas,lékař pro cizince Praha,,1,,,,,online GP and doctor,excluded-low-fit,
rehabilitační lékař havlíčkův brod,rehabilitační lékař havlíčkův brod,rehabilitacni lekar havlickuv brod,research:ideas,anglicky mluvící lékař Praha|lékař online Praha,,,,,,,online GP and doctor,excluded-low-fit,
rehabilitační lékař holešov,rehabilitační lékař holešov,rehabilitacni lekar holesov,research:ideas,anglicky mluvící lékař Praha,,,,,,,online GP and doctor,excluded-low-fit,
rehabilitační lékař jičín,rehabilitační lékař jičín,rehabilitacni lekar jicin,research:ideas,anglicky mluvící lékař Praha,,,,,,,online GP and doctor,excluded-low-fit,
rehabilitační lékař plzeň,rehabilitační lékař plzeň,rehabilitacni lekar plzen,research:ideas,anglicky mluvící lékař Praha,,,,,,,online GP and doctor,excluded-low-fit,
rehabilitační lékař praha 1,rehabilitační lékař praha 1,rehabilitacni lekar praha 1,research:ideas,anglicky mluvící lékař Praha,,,,,,,online GP and doctor,excluded-low-fit,
rehabilitační lékař praha 10,rehabilitační lékař praha 10,rehabilitacni lekar praha 10,research:ideas,anglicky mluvící lékař Praha,,,,,,,online GP and doctor,excluded-low-fit,
rehabilitační lékař praha 2,rehabilitační lékař praha 2,rehabilitacni lekar praha 2,research:ideas,anglicky mluvící lékař Praha,,,,,,,online GP and doctor,excluded-low-fit,
rehabilitační lékař praha 5,rehabilitační lékař praha 5,rehabilitacni lekar praha 5,research:ideas,anglicky mluvící lékař Praha,,,,,,,online GP and doctor,excluded-low-fit,
rehabilitační lékař praha 6,rehabilitační lékař praha 6,rehabilitacni lekar praha 6,research:ideas,anglicky mluvící lékař Praha,,,,,,,online GP and doctor,excluded-low-fit,
rehabilitační lékař praha 8,rehabilitační lékař praha 8,rehabilitacni lekar praha 8,research:ideas,anglicky mluvící lékař Praha,,,,,,,online GP and doctor,excluded-low-fit,
rehabilitační lékař rakovník,rehabilitační lékař rakovník,rehabilitacni lekar rakovnik,research:ideas,anglicky mluvící lékař Praha,10,,,,,,online GP and doctor,excluded-low-fit,
rehabilitační lékař teplice,rehabilitační lékař teplice,rehabilitacni lekar teplice,research:ideas,anglicky mluvící lékař Praha,,,,,,,online GP and doctor,excluded-low-fit,
rehabilitační lékař tišnov,rehabilitační lékař tišnov,rehabilitacni lekar tisnov,research:ideas,anglicky mluvící lékař Praha,,,,,,,online GP and doctor,excluded-low-fit,
rehabilitační lékař zbraslav,rehabilitační lékař zbraslav,rehabilitacni lekar zbraslav,research:ideas,anglicky mluvící lékař Praha,,,,,,,online GP and doctor,excluded-low-fit,
respirátor u lékaře,respirátor u lékaře,respirator u lekare,research:ideas,druhý názor lékaře,10,36,,,,,online GP and doctor,excluded-low-fit,
revizní lékař vzp,revizní lékař vzp,revizni lekar vzp,research:related,lékař na telefonu,,0,,,,,online GP and doctor,excluded-low-fit,
revizor vlastní názor,revizor vlastní názor,revizor vlastni nazor,research:ideas,druhý názor lékaře,,,,,,,other target demand,excluded-off-topic,
rodinný lékař,rodinný lékař,rodinny lekar,research:ideas,lékař pro cizince Praha,320,0,,,,,online GP and doctor,excluded-low-fit,
rodinný lékař recenze,rodinný lékař recenze,rodinny lekar recenze,research:ideas,lékař pro cizince Praha,20,,,,,,online GP and doctor,excluded-low-fit,
roots health clinic chiropraktik praha recenze,roots health clinic chiropraktik praha recenze,roots health clinic chiropraktik praha recenze,research:ideas,anglicky mluvící lékař Praha,30,,,,,,online GP and doctor,excluded-low-fit,
rozdíl mezi doktorem a lékařem,rozdíl mezi doktorem a lékařem,rozdil mezi doktorem a lekarem,research:ideas,hubnutí s lékařem online,,,,,,,online GP and doctor,excluded-low-fit,
rozhovor u lékaře,rozhovor u lékaře,rozhovor u lekare,research:ideas,druhý názor lékaře,,,,,,,online GP and doctor,excluded-low-fit,
ruta medica mudr oksana unčovská prakticky lékař,ruta medica mudr oksana unčovská prakticky lékař,ruta medica mudr oksana uncovska prakticky lekar,research:ideas,lékař pro cizince Praha,170,0,,,,,online GP and doctor,excluded-low-fit,
řecký lékař,řecký lékař,recky lekar,research:ideas,lékař pro cizince Praha,10,,,,,,online GP and doctor,excluded-low-fit,
řevnický lékař,řevnický lékař,revnicky lekar,research:ideas,lékař pro cizince Praha,70,0,,,,,online GP and doctor,excluded-low-fit,
s hurvínkem za lékařem,s hurvínkem za lékařem,s hurvinkem za lekarem,research:ideas,hubnutí s lékařem online,140,0,,,,,online GP and doctor,excluded-low-fit,
sagena 2 prakticky lékař,sagena 2 prakticky lékař,sagena 2 prakticky lekar,research:ideas,lékař pro cizince Praha,30,,,,,,online GP and doctor,excluded-low-fit,
sagena obvodní lékař,sagena obvodní lékař,sagena obvodni lekar,research:ideas,lékař pro cizince Praha,,,,,,,online GP and doctor,excluded-low-fit,
sam ord lékaře spec kožní hlinsko,sam ord lékaře spec kožní hlinsko,sam ord lekare spec kozni hlinsko,research:ideas,druhý názor lékaře,,,,,,,online dermatology,excluded-local-or-offline-intent,
sam ord lékaře spec neurologie fotky,sam ord lékaře spec neurologie fotky,sam ord lekare spec neurologie fotky,research:ideas,druhý názor lékaře,40,,,,,,online GP and doctor,excluded-low-fit,
sam ord lékaře spec neurologie litomyšl,sam ord lékaře spec neurologie litomyšl,sam ord lekare spec neurologie litomysl,research:ideas,druhý názor lékaře,10,,,,,,online GP and doctor,excluded-low-fit,
sam ord lékaře spec neurologie recenze,sam ord lékaře spec neurologie recenze,sam ord lekare spec neurologie recenze,research:ideas,druhý názor lékaře,20,,,,,,online GP and doctor,excluded-low-fit,
sam ord lékaře spec urologie,sam ord lékaře spec urologie,sam ord lekare spec urologie,research:ideas,druhý názor lékaře,20,,,,,,online GP and doctor,excluded-low-fit,
sametová revoluce názor,sametová revoluce názor,sametova revoluce nazor,research:ideas,druhý názor lékaře,,,,,,,other target demand,excluded-low-fit,
samsung health online,samsung health online,samsung health online,research:ideas,online konzultace s lékařem|online lékař pro cizince,10,,,,,,other target demand,excluded-low-fit,
sázava praktický lékař,sázava praktický lékař,sazava prakticky lekar,research:ideas,lékař pro cizince Praha,,,,,,,online GP and doctor,excluded-low-fit,
sekundární lékař,sekundární lékař,sekundarni lekar,research:ideas,anglicky mluvící lékař Praha,30,43,,,,,online GP and doctor,excluded-low-fit,
simek sobota u lékaře,simek sobota u lékaře,simek sobota u lekare,research:ideas,druhý názor lékaře,,,,,,,online GP and doctor,excluded-low-fit,
slavkov lékař,slavkov lékař,slavkov lekar,research:ideas,lékař pro cizince Praha,,,,,,,online GP and doctor,excluded-low-fit,
sledovat cizinka: krev mé krve online,sledovat cizinka: krev mé krve online,sledovat cizinka: krev me krve online,research:ideas,online pohotovost pro děti,30,,,,,,other target demand,excluded-low-fit,
směrnice návštěva lékaře,směrnice návštěva lékaře,smernice navsteva lekare,research:ideas,druhý názor lékaře,,,,,,,online GP and doctor,excluded-low-fit,
smlouva s firemním lékařem,smlouva s firemním lékařem,smlouva s firemnim lekarem,research:ideas,online konzultace s lékařem,,,,,,,online GP and doctor,excluded-low-fit,
snář lékař,snář lékař,snar lekar,research:ideas,lékař pro cizince Praha,10,,,,,,online GP and doctor,excluded-low-fit,
souhlas se zpracováním osobních údajů lékař,souhlas se zpracováním osobních údajů lékař,souhlas se zpracovanim osobnich udaju lekar,research:ideas,lékař online Praha|online lékař pro cizince,,,,,,,online GP and doctor,excluded-low-fit,
soukromý praktický lékař praha 9,soukromý praktický lékař praha 9,soukromy prakticky lekar praha 9,research:ideas,anglicky mluvící lékař Praha,,,,,,,online GP and doctor,excluded-low-fit,
speak to a gp online free,speak to a gp online free,speak to a gp online free,research:ideas,online konzultace s lékařem,10,,,,,,online GP and doctor,excluded-low-fit,
sportovní lékař atestace,sportovní lékař atestace,sportovni lekar atestace,research:ideas,anglicky mluvící lékař Praha,,,,,,,online GP and doctor,excluded-low-fit,
sportovní lékař brno,sportovní lékař brno,sportovni lekar brno,research:ideas,lékař pro cizince Praha,90,0,,,,,online GP and doctor,excluded-low-fit,
sportovní lékař hradec králové jindra,sportovní lékař hradec králové jindra,sportovni lekar hradec kralove jindra,research:ideas,anglicky mluvící lékař Praha,10,,,,,,online GP and doctor,excluded-low-fit,
sportovní lékař jihlava,sportovní lékař jihlava,sportovni lekar jihlava,research:ideas,lékař pro cizince Praha,20,38,,,,,online GP and doctor,excluded-low-fit,
sportovní lékař kolín,sportovní lékař kolín,sportovni lekar kolin,research:ideas,lékař pro cizince Praha,20,,,,,,online GP and doctor,excluded-low-fit,
sportovní lékař liberec,sportovní lékař liberec,sportovni lekar liberec,research:ideas,lékař pro cizince Praha,,10,,,,,online GP and doctor,excluded-low-fit,
sportovní lékař ostrava mariánské hory,sportovní lékař ostrava mariánské hory,sportovni lekar ostrava marianske hory,research:ideas,anglicky mluvící lékař Praha,10,,,,,,online GP and doctor,excluded-low-fit,
sportovní lékař praha,sportovní lékař praha,sportovni lekar praha,research:ideas,lékař pro cizince Praha,,12,,,,,online GP and doctor,excluded-low-fit,
sportovní lékař praha 13,sportovní lékař praha 13,sportovni lekar praha 13,research:ideas,anglicky mluvící lékař Praha,,,,,,,online GP and doctor,excluded-low-fit,
sportovní lékař praha 6,sportovní lékař praha 6,sportovni lekar praha 6,research:ideas,anglicky mluvící lékař Praha,,,,,,,online GP and doctor,excluded-low-fit,
sportovní lékař praha 7,sportovní lékař praha 7,sportovni lekar praha 7,research:ideas,anglicky mluvící lékař Praha,,,,,,,online GP and doctor,excluded-low-fit,
sportovní lékař strakonice,sportovní lékař strakonice,sportovni lekar strakonice,research:ideas,lékař pro cizince Praha,30,,,,,,online GP and doctor,excluded-low-fit,
sportovní lékař vysočina,sportovní lékař vysočina,sportovni lekar vysocina,research:ideas,lékař pro cizince Praha,20,,,,,,online GP and doctor,excluded-low-fit,
st johns hospital online appointment,st johns hospital online appointment,st johns hospital online appointment,research:ideas,lékař online Praha|online konzultace s lékařem|online lékař pro cizince,0,,,,,,other target demand,excluded-low-fit,
stanovisko mz k omlouvání absence žáků ošetřujícím lékařem,stanovisko mz k omlouvání absence žáků ošetřujícím lékařem,stanovisko mz k omlouvani absence zaku osetrujicim lekarem,research:ideas,online konzultace s lékařem,,,,,,,online GP and doctor,excluded-low-fit,
stařec a moře vlastní názor,stařec a moře vlastní názor,starec a more vlastni nazor,research:ideas,druhý názor lékaře,10,,,,,,other target demand,excluded-off-topic,
stížnost na lékaře diskuze,stížnost na lékaře diskuze,stiznost na lekare diskuze,research:ideas,druhý názor lékaře,50,0,,,,,online GP and doctor,excluded-low-fit,
stížnost na lékaře vzor,stížnost na lékaře vzor,stiznost na lekare vzor,research:ideas,druhý názor lékaře,110,0,,,,,online GP and doctor,excluded-low-fit,
